# source_id	kind	status	crystal_refs	notes
tracing-appender/src/non_blocking.rs::method::NonBlockingBuilder.buffered_lines_limit	method	missing	-	auto-generated
tracing-appender/src/non_blocking.rs::struct::ErrorCounter	struct	missing	-	auto-generated
tracing-appender/src/non_blocking.rs::struct::NonBlocking	struct	missing	-	auto-generated
tracing-appender/src/non_blocking.rs::struct::NonBlockingBuilder	struct	missing	-	auto-generated
tracing-appender/src/non_blocking.rs::struct::WorkerGuard	struct	missing	-	auto-generated
tracing-appender/src/non_blocking.rs::test::backpressure_exerted	test	missing	-	auto-generated
tracing-appender/src/non_blocking.rs::test::logs_dropped_if_lossy	test	missing	-	auto-generated
tracing-appender/src/non_blocking.rs::test::multi_threaded_writes	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::const::DAILY	const	missing	-	auto-generated
tracing-appender/src/rolling.rs::const::HOURLY	const	missing	-	auto-generated
tracing-appender/src/rolling.rs::const::MINUTELY	const	missing	-	auto-generated
tracing-appender/src/rolling.rs::const::NEVER	const	missing	-	auto-generated
tracing-appender/src/rolling.rs::const::WEEKLY	const	missing	-	auto-generated
tracing-appender/src/rolling.rs::func::builder	func	ported	src/tracing/subscriber/appender.cr	-
tracing-appender/src/rolling.rs::func::daily	func	missing	-	auto-generated
tracing-appender/src/rolling.rs::func::hourly	func	missing	-	auto-generated
tracing-appender/src/rolling.rs::func::minutely	func	missing	-	auto-generated
tracing-appender/src/rolling.rs::func::never	func	missing	-	auto-generated
tracing-appender/src/rolling.rs::func::new	func	ported	src/tracing/subscriber/appender.cr	RollingFileAppender.new (rotation, dir, prefix, suffix, max_files)
tracing-appender/src/rolling.rs::func::weekly	func	missing	-	auto-generated
tracing-appender/src/rolling.rs::method::RollingFileAppender.new	method	missing	-	auto-generated
tracing-appender/src/rolling.rs::struct::RollingFileAppender	struct	missing	-	auto-generated
tracing-appender/src/rolling.rs::struct::RollingWriter	struct	missing	-	auto-generated
tracing-appender/src/rolling.rs::struct::Rotation	struct	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::test_join_date	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::test_make_writer	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::test_max_log_files	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::test_never_date_rounding	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::test_path_concatenation	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::test_rotations	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::write_daily_log	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::write_hourly_log	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::write_minutely_log	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::write_never_log	test	missing	-	auto-generated
tracing-appender/src/rolling.rs::test::write_weekly_log	test	missing	-	auto-generated
tracing-appender/src/rolling/builder.rs::func::build	func	ported	src/tracing/subscriber/appender.cr	-
tracing-appender/src/rolling/builder.rs::func::filename_prefix	func	ported	src/tracing/subscriber/appender.cr	empty string treated as unset
tracing-appender/src/rolling/builder.rs::func::filename_suffix	func	ported	src/tracing/subscriber/appender.cr	empty string treated as unset
tracing-appender/src/rolling/builder.rs::func::max_log_files	func	ported	src/tracing/subscriber/appender.cr	prunes by modification time
tracing-appender/src/rolling/builder.rs::func::rotation	func	missing	-	auto-generated
tracing-appender/src/rolling/builder.rs::struct::Builder	struct	ported	src/tracing/subscriber/appender.cr	RollingFileAppender::Builder
tracing-appender/src/rolling/builder.rs::struct::InitError	struct	missing	-	auto-generated
tracing-attributes/src/lib.rs::func::instrument	func	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::async_fn_nested	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::async_fn_only_enters_for_polls	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::async_fn_with_async_trait	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::async_fn_with_async_trait_and_fields_expressions	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::async_fn_with_async_trait_and_fields_expressions_with_generic_parameter	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::manual_box_pin	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::manual_impl_future	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::test::out_of_scope_fields	test	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::trait::Test	trait	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::trait::TestA	trait	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::trait::TestB	trait	missing	-	auto-generated
tracing-attributes/tests/async_fn.rs::trait::TestC	trait	missing	-	auto-generated
tracing-attributes/tests/destructuring.rs::test::destructure_everything	test	missing	-	auto-generated
tracing-attributes/tests/destructuring.rs::test::destructure_nested_tuples	test	missing	-	auto-generated
tracing-attributes/tests/destructuring.rs::test::destructure_refs	test	missing	-	auto-generated
tracing-attributes/tests/destructuring.rs::test::destructure_structs	test	missing	-	auto-generated
tracing-attributes/tests/destructuring.rs::test::destructure_tuple_structs	test	missing	-	auto-generated
tracing-attributes/tests/destructuring.rs::test::destructure_tuples	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::impl_trait_return_type	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_async	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_early_return	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_err_custom_target	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_err_dbg	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_err_dbg_info	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_err_display_default	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_err_info	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_err_warn_info	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_mut	test	missing	-	auto-generated
tracing-attributes/tests/err.rs::test::test_mut_async	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::clashy_const_field_name	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::clashy_expr_field	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::empty_field	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::expr_const_field_name	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::expr_const_fn_field_name	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::expr_field	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::fields	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::keyword_ident_in_field_name	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::parameters_with_fields	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::self_expr_field	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::string_field	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::string_field_name	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::struct_const_field_name	test	missing	-	auto-generated
tracing-attributes/tests/fields.rs::test::two_expr_fields	test	missing	-	auto-generated
tracing-attributes/tests/follows_from.rs::test::follows_from_async_test	test	missing	-	auto-generated
tracing-attributes/tests/follows_from.rs::test::follows_from_current_test	test	missing	-	auto-generated
tracing-attributes/tests/follows_from.rs::test::follows_from_sync_test	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::func::my_other_fn	func	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::fields	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::generics	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::impl_trait_return_type	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::methods	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::name_ident	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::override_everything	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::skip	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::target_ident	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::target_name_ident	test	missing	-	auto-generated
tracing-attributes/tests/instrument.rs::test::user_tracing_module	test	missing	-	auto-generated
tracing-attributes/tests/levels.rs::test::enum_levels	test	missing	-	auto-generated
tracing-attributes/tests/levels.rs::test::named_levels	test	missing	-	auto-generated
tracing-attributes/tests/levels.rs::test::numeric_levels	test	missing	-	auto-generated
tracing-attributes/tests/names.rs::test::custom_name_no_equals_test	test	missing	-	auto-generated
tracing-attributes/tests/names.rs::test::custom_name_test	test	missing	-	auto-generated
tracing-attributes/tests/names.rs::test::default_name_test	test	missing	-	auto-generated
tracing-attributes/tests/parents.rs::test::default_parent_test	test	missing	-	auto-generated
tracing-attributes/tests/parents.rs::test::explicit_parent_test	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_async	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_custom_target	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_dbg	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_dbg_warn	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_impl_type	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_mut	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_ret_and_err	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_ret_and_ok	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_warn	test	missing	-	auto-generated
tracing-attributes/tests/ret.rs::test::test_warn_info	test	missing	-	auto-generated
tracing-attributes/tests/targets.rs::const::MODULE_PATH	const	missing	-	auto-generated
tracing-attributes/tests/targets.rs::func::custom_target	func	missing	-	auto-generated
tracing-attributes/tests/targets.rs::func::default_target	func	missing	-	auto-generated
tracing-attributes/tests/targets.rs::test::custom_targets	test	missing	-	auto-generated
tracing-attributes/tests/targets.rs::test::default_targets	test	missing	-	auto-generated
tracing-attributes/tests/ui.rs::test::compile_fail	test	missing	-	auto-generated
tracing-attributes/tests/ui.rs::test::pass	test	missing	-	auto-generated
tracing-core/src/callsite.rs::func::interest	func	missing	-	auto-generated
tracing-core/src/callsite.rs::func::rebuild_interest_cache	func	missing	-	auto-generated
tracing-core/src/callsite.rs::func::register	func	missing	-	auto-generated
tracing-core/src/callsite.rs::struct::DefaultCallsite	struct	missing	-	auto-generated
tracing-core/src/callsite.rs::struct::Identifier	struct	missing	-	auto-generated
tracing-core/src/callsite.rs::struct::Private	struct	missing	-	auto-generated
tracing-core/src/callsite.rs::trait::Callsite	trait	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::clone_span	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::current_span	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::downgrade	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::drop_span	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::enabled	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::enter	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::event	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::exit	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::has_been_set	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::new_span	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::none	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::record	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::record_follows_from	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::register_callsite	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::set_default	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::set_global_default	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::try_close	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::func::upgrade	func	missing	-	auto-generated
tracing-core/src/dispatcher.rs::method::Dispatch.none	method	missing	-	auto-generated
tracing-core/src/dispatcher.rs::method::WeakDispatch.upgrade	method	missing	-	auto-generated
tracing-core/src/dispatcher.rs::struct::DefaultGuard	struct	missing	-	auto-generated
tracing-core/src/dispatcher.rs::struct::Dispatch	struct	missing	-	auto-generated
tracing-core/src/dispatcher.rs::struct::SetGlobalDefaultError	struct	missing	-	auto-generated
tracing-core/src/dispatcher.rs::struct::WeakDispatch	struct	missing	-	auto-generated
tracing-core/src/dispatcher.rs::test::default_dispatch	test	missing	-	auto-generated
tracing-core/src/dispatcher.rs::test::default_no_subscriber	test	missing	-	auto-generated
tracing-core/src/dispatcher.rs::test::dispatch_downcasts	test	missing	-	auto-generated
tracing-core/src/dispatcher.rs::test::dispatch_is	test	missing	-	auto-generated
tracing-core/src/dispatcher.rs::test::events_dont_infinite_loop	test	missing	-	auto-generated
tracing-core/src/dispatcher.rs::test::spans_dont_infinite_loop	test	missing	-	auto-generated
tracing-core/src/event.rs::func::child_of	func	missing	-	auto-generated
tracing-core/src/event.rs::func::dispatch	func	missing	-	auto-generated
tracing-core/src/event.rs::func::fields	func	missing	-	auto-generated
tracing-core/src/event.rs::func::is_contextual	func	missing	-	auto-generated
tracing-core/src/event.rs::func::is_root	func	missing	-	auto-generated
tracing-core/src/event.rs::func::metadata	func	missing	-	auto-generated
tracing-core/src/event.rs::func::new	func	missing	-	auto-generated
tracing-core/src/event.rs::func::new_child_of	func	missing	-	auto-generated
tracing-core/src/event.rs::func::parent	func	missing	-	auto-generated
tracing-core/src/event.rs::func::record	func	missing	-	auto-generated
tracing-core/src/event.rs::method::Event.dispatch	method	missing	-	auto-generated
tracing-core/src/event.rs::struct::Event	struct	missing	-	auto-generated
tracing-core/src/field.rs::func::callsite	func	missing	-	auto-generated
tracing-core/src/field.rs::func::contains	func	missing	-	auto-generated
tracing-core/src/field.rs::func::index	func	missing	-	auto-generated
tracing-core/src/field.rs::func::is_empty	func	missing	-	auto-generated
tracing-core/src/field.rs::func::iter	func	missing	-	auto-generated
tracing-core/src/field.rs::func::len	func	missing	-	auto-generated
tracing-core/src/field.rs::func::name	func	missing	-	auto-generated
tracing-core/src/field.rs::func::record	func	missing	-	auto-generated
tracing-core/src/field.rs::method::Field.callsite	method	missing	-	auto-generated
tracing-core/src/field.rs::method::ValueSet.callsite	method	missing	-	auto-generated
tracing-core/src/field.rs::struct::DebugValue	struct	missing	-	auto-generated
tracing-core/src/field.rs::struct::DisplayValue	struct	missing	-	auto-generated
tracing-core/src/field.rs::struct::Empty	struct	missing	-	auto-generated
tracing-core/src/field.rs::struct::Field	struct	missing	-	auto-generated
tracing-core/src/field.rs::struct::FieldSet	struct	missing	-	auto-generated
tracing-core/src/field.rs::struct::Iter	struct	missing	-	auto-generated
tracing-core/src/field.rs::struct::ValueSet	struct	missing	-	auto-generated
tracing-core/src/field.rs::test::empty_fields_are_skipped	test	missing	-	auto-generated
tracing-core/src/field.rs::test::empty_value_set_is_empty	test	missing	-	auto-generated
tracing-core/src/field.rs::test::fields_from_other_callsets_are_skipped	test	missing	-	auto-generated
tracing-core/src/field.rs::test::index_of_field_in_fieldset_is_correct	test	missing	-	auto-generated
tracing-core/src/field.rs::test::record_bytes	test	missing	-	auto-generated
tracing-core/src/field.rs::test::record_debug_fn	test	missing	-	auto-generated
tracing-core/src/field.rs::test::record_error	test	missing	-	auto-generated
tracing-core/src/field.rs::test::sparse_value_sets_are_not_empty	test	missing	-	auto-generated
tracing-core/src/field.rs::test::value_set_with_no_values_is_empty	test	missing	-	auto-generated
tracing-core/src/field.rs::test::value_sets_with_fields_from_other_callsites_are_empty	test	missing	-	auto-generated
tracing-core/src/field.rs::trait::ValidLen	trait	missing	-	auto-generated
tracing-core/src/field.rs::trait::Value	trait	missing	-	auto-generated
tracing-core/src/field.rs::trait::Visit	trait	missing	-	auto-generated
tracing-core/src/lib.rs::trait::Sealed	trait	missing	-	auto-generated
tracing-core/src/lib.rs::type::Once	type	missing	-	auto-generated
tracing-core/src/metadata.rs::const::DEBUG	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::ERROR	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::EVENT	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::HINT	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::INFO	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::OFF	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::SPAN	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::TRACE	const	missing	-	auto-generated
tracing-core/src/metadata.rs::const::WARN	const	missing	-	auto-generated
tracing-core/src/metadata.rs::func::as_str	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::callsite	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::current	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::fields	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::file	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::is_event	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::is_hint	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::is_span	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::level	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::line	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::module_path	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::name	func	missing	-	auto-generated
tracing-core/src/metadata.rs::func::target	func	missing	-	auto-generated
tracing-core/src/metadata.rs::method::Kind.is_span	method	missing	-	auto-generated
tracing-core/src/metadata.rs::method::Level.as_str	method	missing	-	auto-generated
tracing-core/src/metadata.rs::struct::Kind	struct	missing	-	auto-generated
tracing-core/src/metadata.rs::struct::Level	struct	missing	-	auto-generated
tracing-core/src/metadata.rs::struct::LevelFilter	struct	missing	-	auto-generated
tracing-core/src/metadata.rs::struct::Metadata	struct	missing	-	auto-generated
tracing-core/src/metadata.rs::struct::ParseLevelError	struct	missing	-	auto-generated
tracing-core/src/metadata.rs::struct::ParseLevelFilterError	struct	missing	-	auto-generated
tracing-core/src/metadata.rs::test::filter_level_conversion	test	missing	-	auto-generated
tracing-core/src/metadata.rs::test::level_filter_is_usize_sized	test	missing	-	auto-generated
tracing-core/src/metadata.rs::test::level_filter_reprs	test	missing	-	auto-generated
tracing-core/src/metadata.rs::test::level_from_str	test	missing	-	auto-generated
tracing-core/src/span.rs::func::child_of	func	missing	-	auto-generated
tracing-core/src/span.rs::func::contains	func	missing	-	auto-generated
tracing-core/src/span.rs::func::fields	func	missing	-	auto-generated
tracing-core/src/span.rs::func::from_u64	func	missing	-	auto-generated
tracing-core/src/span.rs::func::id	func	missing	-	auto-generated
tracing-core/src/span.rs::func::into_inner	func	missing	-	auto-generated
tracing-core/src/span.rs::func::into_u64	func	missing	-	auto-generated
tracing-core/src/span.rs::func::is_contextual	func	missing	-	auto-generated
tracing-core/src/span.rs::func::is_empty	func	missing	-	auto-generated
tracing-core/src/span.rs::func::is_known	func	missing	-	auto-generated
tracing-core/src/span.rs::func::is_root	func	missing	-	auto-generated
tracing-core/src/span.rs::func::len	func	missing	-	auto-generated
tracing-core/src/span.rs::func::metadata	func	missing	-	auto-generated
tracing-core/src/span.rs::func::new	func	missing	-	auto-generated
tracing-core/src/span.rs::func::new_root	func	missing	-	auto-generated
tracing-core/src/span.rs::func::none	func	missing	-	auto-generated
tracing-core/src/span.rs::func::parent	func	missing	-	auto-generated
tracing-core/src/span.rs::func::record	func	missing	-	auto-generated
tracing-core/src/span.rs::func::values	func	missing	-	auto-generated
tracing-core/src/span.rs::method::Attributes.new	method	missing	-	auto-generated
tracing-core/src/span.rs::method::Current.new	method	missing	-	auto-generated
tracing-core/src/span.rs::method::Id.from_u64	method	missing	-	auto-generated
tracing-core/src/span.rs::method::Record.new	method	missing	-	auto-generated
tracing-core/src/span.rs::struct::Attributes	struct	missing	-	auto-generated
tracing-core/src/span.rs::struct::Current	struct	missing	-	auto-generated
tracing-core/src/span.rs::struct::Id	struct	missing	-	auto-generated
tracing-core/src/span.rs::struct::Record	struct	missing	-	auto-generated
tracing-core/src/spin/once.rs::const::INIT	const	missing	-	auto-generated
tracing-core/src/spin/once.rs::struct::Once	struct	missing	-	auto-generated
tracing-core/src/subscriber.rs::func::always	func	missing	-	auto-generated
tracing-core/src/subscriber.rs::func::is_always	func	missing	-	auto-generated
tracing-core/src/subscriber.rs::func::is_never	func	missing	-	auto-generated
tracing-core/src/subscriber.rs::func::is_sometimes	func	missing	-	auto-generated
tracing-core/src/subscriber.rs::func::never	func	missing	-	auto-generated
tracing-core/src/subscriber.rs::func::sometimes	func	missing	-	auto-generated
tracing-core/src/subscriber.rs::method::Interest.never	method	missing	-	auto-generated
tracing-core/src/subscriber.rs::struct::Interest	struct	missing	-	auto-generated
tracing-core/src/subscriber.rs::struct::NoSubscriber	struct	missing	-	auto-generated
tracing-core/src/subscriber.rs::trait::Subscriber	trait	missing	-	auto-generated
tracing-core/tests/common/mod.rs::struct::TestSubscriberA	struct	missing	-	auto-generated
tracing-core/tests/common/mod.rs::struct::TestSubscriberB	struct	missing	-	auto-generated
tracing-core/tests/dispatch.rs::test::nested_set_default	test	missing	-	auto-generated
tracing-core/tests/dispatch.rs::test::set_default_dispatch	test	missing	-	auto-generated
tracing-core/tests/global_dispatch.rs::test::global_dispatch	test	missing	-	auto-generated
tracing-core/tests/local_dispatch_before_init.rs::test::local_dispatch_before_init	test	missing	-	auto-generated
tracing-core/tests/macros.rs::test::metadata_macro_api	test	missing	-	auto-generated
tracing-core/tests/missed_register_callsite.rs::test::event_before_register	test	missing	-	auto-generated
tracing-error/src/backtrace.rs::const::CAPTURED	const	missing	-	auto-generated
tracing-error/src/backtrace.rs::const::EMPTY	const	missing	-	auto-generated
tracing-error/src/backtrace.rs::const::UNSUPPORTED	const	missing	-	auto-generated
tracing-error/src/backtrace.rs::func::capture	func	missing	-	auto-generated
tracing-error/src/backtrace.rs::func::new	func	missing	-	auto-generated
tracing-error/src/backtrace.rs::func::status	func	missing	-	auto-generated
tracing-error/src/backtrace.rs::func::with_spans	func	missing	-	auto-generated
tracing-error/src/backtrace.rs::method::SpanTrace.new	method	missing	-	auto-generated
tracing-error/src/backtrace.rs::struct::SpanTrace	struct	missing	-	auto-generated
tracing-error/src/backtrace.rs::struct::SpanTraceStatus	struct	missing	-	auto-generated
tracing-error/src/backtrace.rs::test::capture_empty	test	missing	-	auto-generated
tracing-error/src/backtrace.rs::test::capture_supported	test	missing	-	auto-generated
tracing-error/src/backtrace.rs::test::capture_unsupported	test	missing	-	auto-generated
tracing-error/src/error.rs::struct::TracedError	struct	missing	-	auto-generated
tracing-error/src/error.rs::trait::ExtractSpanTrace	trait	missing	-	auto-generated
tracing-error/src/error.rs::trait::InstrumentError	trait	missing	-	auto-generated
tracing-error/src/error.rs::trait::InstrumentResult	trait	missing	-	auto-generated
tracing-error/src/layer.rs::func::new	func	missing	-	auto-generated
tracing-error/src/layer.rs::method::ErrorLayer.new	method	missing	-	auto-generated
tracing-error/src/layer.rs::struct::ErrorLayer	struct	missing	-	auto-generated
tracing-flame/src/error.rs::struct::Error	struct	missing	-	auto-generated
tracing-flame/src/lib.rs::func::flush	func	missing	-	auto-generated
tracing-flame/src/lib.rs::func::flush_on_drop	func	missing	-	auto-generated
tracing-flame/src/lib.rs::func::new	func	missing	-	auto-generated
tracing-flame/src/lib.rs::func::with_empty_samples	func	missing	-	auto-generated
tracing-flame/src/lib.rs::func::with_file	func	missing	-	auto-generated
tracing-flame/src/lib.rs::func::with_file_and_line	func	missing	-	auto-generated
tracing-flame/src/lib.rs::func::with_module_path	func	missing	-	auto-generated
tracing-flame/src/lib.rs::func::with_threads_collapsed	func	missing	-	auto-generated
tracing-flame/src/lib.rs::method::FlameLayer.new	method	missing	-	auto-generated
tracing-flame/src/lib.rs::method::FlameLayer.with_file	method	missing	-	auto-generated
tracing-flame/src/lib.rs::method::FlushGuard.flush	method	missing	-	auto-generated
tracing-flame/src/lib.rs::struct::FlameLayer	struct	missing	-	auto-generated
tracing-flame/src/lib.rs::struct::FlushGuard	struct	missing	-	auto-generated
tracing-flame/tests/collapsed.rs::test::capture_supported	test	missing	-	auto-generated
tracing-flame/tests/concurrent.rs::test::capture_supported	test	missing	-	auto-generated
tracing-futures/src/executor/futures_01.rs::func::executor	func	missing	-	auto-generated
tracing-futures/src/executor/futures_01.rs::func::handle	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::dispatch	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::inner	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::inner_mut	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::inner_pin_mut	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::inner_pin_ref	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::into_inner	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::span	func	missing	-	auto-generated
tracing-futures/src/lib.rs::func::span_mut	func	missing	-	auto-generated
tracing-futures/src/lib.rs::method::Instrumented.span	method	missing	-	auto-generated
tracing-futures/src/lib.rs::struct::Instrumented	struct	missing	-	auto-generated
tracing-futures/src/lib.rs::struct::WithDispatch	struct	missing	-	auto-generated
tracing-futures/src/lib.rs::test::future_enter_exit_is_reasonable	test	missing	-	auto-generated
tracing-futures/src/lib.rs::test::future_error_ends_span	test	missing	-	auto-generated
tracing-futures/src/lib.rs::test::sink_enter_exit_is_reasonable	test	missing	-	auto-generated
tracing-futures/src/lib.rs::test::stream_enter_exit_is_reasonable	test	missing	-	auto-generated
